episode_id,environment_complexity,num_robots,num_tasks,task_dependency_level,obstacle_density,initial_position,target_position,path_length,collisions,energy_consumption,time_taken,task_completion_rate,reward_score,po_tsatd3_action,navigation_efficiency,scheduling_efficiency,overall_performance_score
187,medium,3,5,sequential,0.36,"(43, 50)","(54, 64)",82.04,0,130.36,497.51,77.75,67.8,increase_exploration,0.217,0.777,77.64
188,low,3,20,independent,0.19,"(9, 11)","(54, 87)",131.08,2,74.38,481.12,75.63,56.01,adjust_learning_rate,0.674,0.756,76.22
189,low,1,14,independent,0.5,"(20, 15)","(88, 90)",80.82,4,273.93,108.82,68.92,46.74,increase_exploration,1.253,0.689,76.49
190,high,4,20,independent,0.69,"(45, 43)","(69, 60)",86.29,5,196.84,279.76,70.06,39.46,optimize_schedule,0.341,0.701,50.93
191,low,3,11,interdependent,0.36,"(33, 36)","(58, 88)",80.14,4,168.92,472.32,68.65,39.2,adjust_learning_rate,0.72,0.687,64.6
192,low,5,15,independent,0.4,"(46, 20)","(78, 91)",178.69,0,87.86,217.88,84.13,79.77,adjust_learning_rate,0.436,0.841,83.93
193,low,1,5,interdependent,0.66,"(27, 21)","(68, 77)",171.07,0,139.87,291.22,90.17,84.35,optimize_schedule,0.406,0.902,84.62
194,high,5,10,sequential,0.45,"(35, 15)","(71, 79)",187.24,3,55.7,441.64,92.0,68.17,adjust_learning_rate,0.392,0.92,68.04
195,medium,1,20,independent,0.42,"(10, 5)","(70, 61)",102.74,0,92.7,239.32,87.54,82.75,adjust_learning_rate,0.799,0.875,92.76
196,low,4,9,sequential,0.59,"(9, 8)","(64, 77)",109.78,5,168.15,138.17,99.34,71.58,optimize_schedule,0.804,0.993,67.71
197,low,2,12,interdependent,0.7,"(22, 4)","(81, 77)",120.0,2,249.7,409.03,76.01,57.83,adjust_learning_rate,0.782,0.76,78.71
198,medium,4,8,interdependent,0.44,"(25, 11)","(51, 85)",86.23,3,201.28,363.09,79.5,57.24,increase_exploration,0.91,0.795,76.78
199,high,2,12,interdependent,0.4,"(43, 13)","(86, 65)",172.11,3,240.96,135.57,81.79,64.08,increase_exploration,0.392,0.818,65.78
200,medium,4,18,interdependent,0.69,"(34, 27)","(96, 75)",163.4,4,223.5,168.76,69.73,46.35,optimize_schedule,0.48,0.697,59.49
201,medium,5,5,independent,0.35,"(48, 29)","(59, 59)",134.47,4,56.29,247.43,84.78,59.83,increase_exploration,0.238,0.848,57.47
202,low,5,17,independent,0.13,"(43, 9)","(73, 82)",78.17,0,274.93,104.04,74.71,72.63,increase_exploration,1.01,0.747,94.6
203,low,1,13,interdependent,0.73,"(10, 13)","(58, 82)",94.87,3,89.17,225.68,66.15,46.64,adjust_learning_rate,0.886,0.662,73.29
204,low,4,15,sequential,0.52,"(13, 44)","(83, 91)",82.6,1,178.93,105.58,90.17,83.06,increase_exploration,1.021,0.902,92.73
205,high,4,17,interdependent,0.49,"(20, 19)","(55, 99)",112.91,0,73.93,491.25,89.65,79.83,optimize_schedule,0.773,0.897,92.67
206,medium,1,20,independent,0.65,"(25, 14)","(65, 97)",67.09,4,132.81,479.3,68.63,39.04,increase_exploration,1.373,0.686,79.09
207,low,1,20,independent,0.39,"(32, 14)","(100, 66)",135.11,3,185.05,444.41,95.37,71.48,adjust_learning_rate,0.634,0.954,74.18
208,high,4,7,independent,0.62,"(45, 43)","(63, 57)",92.15,3,270.54,389.99,98.0,75.2,optimize_schedule,0.247,0.98,66.16
209,high,1,15,sequential,0.37,"(16, 47)","(92, 58)",96.35,0,56.8,492.21,69.46,59.62,optimize_schedule,0.797,0.695,88.71
210,low,4,6,sequential,0.78,"(28, 33)","(72, 76)",148.91,0,168.94,130.22,82.01,79.41,adjust_learning_rate,0.413,0.82,82.96
211,low,3,9,sequential,0.3,"(41, 49)","(78, 81)",101.31,2,180.43,313.61,73.52,57.25,adjust_learning_rate,0.483,0.735,71.51
212,high,2,15,sequential,0.49,"(8, 8)","(58, 71)",154.83,3,95.88,421.04,96.12,72.7,increase_exploration,0.519,0.961,71.78
213,high,3,17,sequential,0.77,"(1, 27)","(63, 61)",133.68,5,58.52,204.79,93.64,64.54,adjust_learning_rate,0.529,0.936,60.33
214,high,3,20,independent,0.43,"(36, 18)","(90, 63)",145.08,4,146.28,292.71,87.8,61.95,optimize_schedule,0.485,0.878,63.62
215,high,1,6,independent,0.22,"(41, 13)","(97, 86)",127.79,1,237.52,236.25,92.94,83.22,increase_exploration,0.72,0.929,86.64
216,low,2,7,sequential,0.32,"(50, 29)","(87, 68)",122.6,3,125.98,468.18,62.19,37.83,optimize_schedule,0.438,0.622,62.44
217,low,1,10,sequential,0.47,"(0, 14)","(75, 93)",103.24,1,111.9,101.43,82.16,75.13,optimize_schedule,1.055,0.822,91.71
218,low,3,14,independent,0.57,"(45, 4)","(93, 66)",113.71,1,219.5,404.85,83.37,70.27,increase_exploration,0.69,0.834,83.87
219,medium,3,18,independent,0.78,"(47, 29)","(73, 52)",171.26,3,263.12,316.62,84.07,62.74,adjust_learning_rate,0.203,0.841,62.09
220,low,2,7,interdependent,0.68,"(13, 37)","(62, 81)",55.24,3,179.86,260.85,85.73,65.51,adjust_learning_rate,1.192,0.857,84.42
221,medium,4,17,interdependent,0.68,"(28, 38)","(59, 85)",159.44,5,58.33,481.9,61.42,26.78,optimize_schedule,0.353,0.614,49.27
222,medium,1,10,interdependent,0.15,"(1, 30)","(57, 83)",126.9,3,233.13,242.24,73.74,53.9,optimize_schedule,0.608,0.737,68.78
223,low,1,19,independent,0.17,"(22, 31)","(67, 88)",131.07,4,259.58,235.49,81.1,56.39,optimize_schedule,0.554,0.811,63.67
224,low,2,18,independent,0.37,"(22, 0)","(67, 64)",145.63,2,234.57,117.51,83.66,71.31,optimize_schedule,0.537,0.837,74.98
225,medium,4,11,independent,0.4,"(29, 47)","(60, 61)",117.73,0,119.35,201.27,77.92,73.89,increase_exploration,0.289,0.779,79.29
226,high,1,18,independent,0.29,"(5, 45)","(69, 99)",148.96,3,262.19,163.64,94.53,76.26,optimize_schedule,0.562,0.945,72.38
227,high,1,5,interdependent,0.35,"(19, 20)","(68, 53)",181.75,3,168.14,499.37,65.98,40.99,increase_exploration,0.325,0.66,60.78
228,low,1,5,sequential,0.12,"(28, 15)","(70, 55)",51.22,1,77.12,283.74,61.77,51.1,increase_exploration,1.132,0.618,88.89
229,medium,2,11,sequential,0.4,"(24, 12)","(84, 61)",54.08,2,295.87,455.14,99.74,80.64,increase_exploration,1.432,0.997,98.42
230,low,4,14,sequential,0.8,"(29, 10)","(98, 99)",156.16,5,57.1,265.23,79.07,48.77,adjust_learning_rate,0.721,0.791,61.38
231,high,1,15,interdependent,0.18,"(15, 9)","(66, 98)",167.97,0,287.48,298.15,96.62,90.66,increase_exploration,0.611,0.966,90.6
232,medium,2,15,independent,0.44,"(10, 32)","(54, 99)",159.39,1,136.02,227.7,63.42,53.87,optimize_schedule,0.503,0.634,75.27
233,medium,2,18,interdependent,0.34,"(10, 16)","(75, 52)",95.27,1,174.99,154.7,61.76,53.67,increase_exploration,0.78,0.618,81.07
234,low,5,11,interdependent,0.42,"(23, 16)","(56, 74)",68.49,1,118.81,330.4,73.13,61.52,increase_exploration,0.974,0.731,87.89
235,low,1,7,interdependent,0.72,"(10, 24)","(65, 94)",163.15,4,123.23,371.47,84.24,56.81,increase_exploration,0.546,0.842,64.18
236,medium,1,14,independent,0.47,"(7, 5)","(76, 57)",176.39,4,83.06,462.14,61.34,32.1,increase_exploration,0.49,0.613,57.84
237,high,4,6,sequential,0.64,"(39, 27)","(52, 74)",124.52,0,122.43,328.96,79.99,73.41,increase_exploration,0.392,0.8,82.04
238,medium,3,18,interdependent,0.68,"(21, 2)","(61, 60)",97.55,1,98.46,365.27,86.38,74.07,optimize_schedule,0.722,0.864,85.24
239,low,5,12,interdependent,0.21,"(37, 5)","(99, 84)",88.0,4,79.18,232.68,98.02,73.37,increase_exploration,1.141,0.98,80.47
240,low,1,12,independent,0.44,"(33, 40)","(63, 58)",158.17,1,298.76,237.73,95.89,86.14,optimize_schedule,0.221,0.959,76.22
241,high,3,7,independent,0.68,"(5, 39)","(76, 57)",181.56,5,281.51,360.99,84.8,52.58,adjust_learning_rate,0.403,0.848,55.58
242,medium,1,7,independent,0.12,"(29, 0)","(90, 98)",182.13,3,227.18,124.38,60.64,43.15,optimize_schedule,0.634,0.606,66.44
243,medium,3,5,interdependent,0.28,"(42, 15)","(87, 67)",83.74,1,126.35,408.42,92.56,79.39,increase_exploration,0.821,0.926,88.82
244,medium,5,19,sequential,0.63,"(39, 39)","(65, 58)",99.82,3,119.68,121.18,79.44,62.02,increase_exploration,0.323,0.794,63.71
245,high,5,10,interdependent,0.32,"(26, 1)","(94, 74)",136.08,0,85.4,162.55,95.3,92.05,increase_exploration,0.733,0.953,93.02
246,low,3,8,sequential,0.56,"(40, 2)","(56, 76)",178.28,5,101.91,333.48,92.8,61.13,increase_exploration,0.425,0.928,57.84
247,high,5,5,interdependent,0.43,"(33, 41)","(86, 66)",53.68,5,92.41,228.22,77.57,48.01,adjust_learning_rate,1.092,0.776,69.29
248,medium,3,9,independent,0.1,"(11, 42)","(77, 99)",172.39,0,72.05,205.51,95.78,91.67,optimize_schedule,0.506,0.958,88.09
249,medium,1,7,interdependent,0.11,"(22, 32)","(68, 66)",95.68,2,210.84,160.6,93.45,80.24,adjust_learning_rate,0.598,0.934,78.49
250,medium,4,17,independent,0.57,"(0, 33)","(95, 52)",181.67,3,163.06,377.27,93.41,70.86,adjust_learning_rate,0.533,0.934,71.49
251,low,1,10,independent,0.12,"(36, 48)","(76, 86)",76.86,0,107.01,457.31,85.37,76.22,adjust_learning_rate,0.718,0.854,90.49
252,medium,5,8,independent,0.58,"(14, 39)","(95, 50)",101.43,2,127.31,206.92,81.28,67.14,adjust_learning_rate,0.806,0.813,80.42
253,medium,4,16,independent,0.44,"(6, 12)","(82, 66)",176.66,3,163.3,104.97,99.82,82.72,increase_exploration,0.528,0.998,72.8
254,low,1,11,independent,0.67,"(36, 12)","(96, 93)",126.12,1,69.55,301.89,99.76,88.72,increase_exploration,0.799,0.998,89.93
255,high,4,6,interdependent,0.76,"(35, 7)","(78, 62)",166.89,3,194.9,483.44,66.17,41.5,adjust_learning_rate,0.418,0.662,62.89
256,high,1,6,interdependent,0.16,"(46, 35)","(85, 65)",55.3,0,154.41,139.48,73.98,71.19,optimize_schedule,0.89,0.74,91.78
257,medium,1,13,sequential,0.35,"(10, 45)","(82, 71)",145.82,0,96.32,474.11,65.31,55.83,increase_exploration,0.525,0.653,81.73
258,low,2,12,sequential,0.19,"(34, 0)","(57, 82)",152.36,4,226.98,213.79,86.04,61.76,adjust_learning_rate,0.559,0.86,64.87
259,medium,3,17,interdependent,0.48,"(22, 40)","(68, 81)",133.0,1,109.29,196.49,66.06,57.13,optimize_schedule,0.463,0.661,74.98
260,low,3,15,independent,0.57,"(28, 13)","(63, 81)",90.81,5,275.19,430.78,89.51,55.89,optimize_schedule,0.842,0.895,66.38
261,high,3,13,independent,0.31,"(35, 4)","(84, 62)",84.5,0,197.89,435.87,66.21,57.49,optimize_schedule,0.899,0.662,90.24
262,medium,2,19,independent,0.33,"(39, 10)","(50, 75)",163.31,2,288.68,402.82,92.3,74.24,increase_exploration,0.404,0.923,73.93
263,high,1,5,independent,0.6,"(44, 23)","(84, 91)",136.34,0,85.99,183.28,83.23,79.56,increase_exploration,0.579,0.832,86.91
264,medium,1,13,independent,0.13,"(28, 21)","(99, 72)",180.05,3,197.49,215.61,81.39,62.08,increase_exploration,0.486,0.814,67.78
265,high,2,5,independent,0.6,"(18, 46)","(70, 53)",195.38,1,70.72,181.03,72.54,63.92,optimize_schedule,0.269,0.725,72.09
266,low,2,13,interdependent,0.68,"(13, 0)","(78, 58)",52.55,5,246.01,465.93,72.62,38.3,increase_exploration,1.658,0.726,80.76
267,low,5,17,sequential,0.2,"(21, 41)","(93, 60)",89.65,4,143.89,182.55,86.21,62.56,increase_exploration,0.831,0.862,70.96
268,medium,5,17,independent,0.37,"(35, 32)","(62, 83)",74.77,4,161.02,434.6,60.07,31.38,adjust_learning_rate,0.772,0.601,63.84
269,medium,4,13,independent,0.22,"(36, 2)","(89, 51)",159.21,4,246.11,218.91,74.46,50.08,optimize_schedule,0.453,0.745,59.96
270,low,5,17,independent,0.22,"(17, 29)","(89, 57)",65.16,5,59.5,160.21,70.92,42.72,adjust_learning_rate,1.186,0.709,69.89
271,high,4,13,sequential,0.21,"(1, 39)","(66, 62)",152.98,0,162.89,271.62,69.84,64.41,optimize_schedule,0.451,0.698,81.09
272,low,3,11,interdependent,0.71,"(22, 28)","(98, 61)",138.47,2,95.97,171.42,68.32,54.89,increase_exploration,0.598,0.683,72.91
273,medium,1,12,independent,0.48,"(38, 40)","(52, 94)",119.29,4,77.86,222.42,82.87,58.42,adjust_learning_rate,0.468,0.829,62.16
274,low,3,11,interdependent,0.26,"(10, 34)","(100, 62)",92.65,3,273.35,231.71,84.47,64.84,optimize_schedule,1.017,0.845,80.27
275,medium,1,19,independent,0.47,"(7, 15)","(72, 88)",153.74,1,192.65,103.94,80.04,72.96,optimize_schedule,0.636,0.8,81.91
276,low,3,20,independent,0.15,"(30, 3)","(93, 68)",172.75,2,269.98,373.4,61.75,44.28,adjust_learning_rate,0.524,0.618,69.82
277,medium,3,17,sequential,0.38,"(49, 40)","(73, 96)",180.84,4,134.38,441.22,76.72,47.9,increase_exploration,0.337,0.767,57.87
278,medium,1,16,sequential,0.78,"(26, 46)","(75, 88)",63.23,3,63.05,368.49,63.78,41.41,optimize_schedule,1.021,0.638,75.76
279,high,5,6,interdependent,0.66,"(29, 10)","(50, 96)",121.22,5,220.56,481.64,92.77,58.14,optimize_schedule,0.73,0.928,64.62
280,low,4,6,interdependent,0.52,"(12, 4)","(74, 69)",116.42,2,229.1,265.78,80.7,65.38,adjust_learning_rate,0.772,0.807,79.53
281,high,3,17,sequential,0.61,"(38, 22)","(64, 64)",173.68,2,233.34,215.46,80.96,66.65,optimize_schedule,0.284,0.81,68.76
282,high,3,19,sequential,0.36,"(43, 5)","(60, 70)",142.43,3,284.68,296.61,75.04,54.11,increase_exploration,0.472,0.75,66.04
283,high,5,5,interdependent,0.18,"(48, 48)","(82, 93)",133.89,5,99.1,411.75,73.62,40.39,increase_exploration,0.421,0.736,53.49
284,high,1,11,interdependent,0.22,"(21, 33)","(78, 91)",115.36,2,79.75,252.66,70.48,55.43,optimize_schedule,0.705,0.705,75.78
285,low,5,17,sequential,0.25,"(38, 38)","(99, 53)",94.25,4,182.42,354.04,99.82,72.74,optimize_schedule,0.666,0.998,70.31
286,high,4,12,independent,0.46,"(15, 44)","(94, 99)",195.51,5,151.04,319.44,63.64,32.25,adjust_learning_rate,0.492,0.636,52.84
287,medium,1,9,sequential,0.43,"(1, 10)","(69, 96)",165.78,1,280.2,136.19,93.8,86.08,optimize_schedule,0.661,0.938,85.53
288,high,2,19,sequential,0.16,"(31, 48)","(87, 96)",63.78,1,133.69,289.25,90.42,79.64,increase_exploration,1.156,0.904,95.78
289,low,1,19,interdependent,0.6,"(11, 11)","(78, 88)",128.11,5,284.05,404.83,74.98,41.88,increase_exploration,0.797,0.75,62.16
290,high,1,9,sequential,0.27,"(17, 33)","(81, 86)",180.48,5,208.54,216.65,60.9,31.57,optimize_schedule,0.46,0.609,51.53
291,medium,2,7,independent,0.15,"(15, 34)","(89, 83)",84.44,0,198.81,366.42,73.87,66.54,adjust_learning_rate,1.051,0.739,95.33
292,high,2,15,interdependent,0.33,"(34, 4)","(87, 69)",57.66,5,232.77,243.16,89.98,60.12,adjust_learning_rate,1.455,0.9,80.11
293,low,2,17,sequential,0.79,"(49, 23)","(78, 97)",137.75,2,275.67,259.21,94.57,79.39,adjust_learning_rate,0.577,0.946,78.29
294,low,3,17,interdependent,0.74,"(23, 15)","(91, 95)",185.74,3,139.45,292.23,88.5,67.66,increase_exploration,0.565,0.885,71.11
295,low,5,10,independent,0.76,"(21, 43)","(69, 69)",85.22,5,111.41,381.39,66.87,34.24,optimize_schedule,0.641,0.669,56.89
296,low,1,20,interdependent,0.74,"(31, 2)","(89, 51)",56.49,0,124.41,297.96,82.34,76.38,adjust_learning_rate,1.344,0.823,103.71
297,high,5,20,interdependent,0.29,"(39, 8)","(70, 72)",74.75,4,201.94,476.23,64.77,35.25,optimize_schedule,0.951,0.648,68.87
298,high,5,6,interdependent,0.38,"(14, 29)","(72, 91)",172.32,2,118.75,193.32,68.7,54.83,adjust_learning_rate,0.493,0.687,70.67
299,high,1,9,sequential,0.64,"(1, 41)","(66, 80)",90.68,0,221.66,137.54,72.77,70.02,optimize_schedule,0.836,0.728,90.31
300,medium,4,9,interdependent,0.64,"(45, 22)","(63, 55)",53.12,4,129.61,395.87,97.31,69.39,adjust_learning_rate,0.708,0.973,70.69
301,high,4,17,sequential,0.53,"(45, 27)","(77, 85)",132.9,1,65.92,254.76,85.09,74.99,increase_exploration,0.498,0.851,79.98
302,medium,1,17,interdependent,0.74,"(47, 0)","(80, 50)",111.76,1,222.52,350.95,91.12,79.1,optimize_schedule,0.536,0.911,82.16
303,low,1,11,interdependent,0.48,"(18, 16)","(65, 59)",161.6,3,171.28,206.33,93.47,74.34,adjust_learning_rate,0.394,0.935,68.42
304,high,1,20,independent,0.14,"(15, 3)","(51, 85)",117.97,4,165.64,112.36,92.72,70.47,increase_exploration,0.759,0.927,70.8
305,low,5,15,sequential,0.2,"(4, 44)","(93, 89)",172.42,3,222.88,322.74,80.78,59.33,optimize_schedule,0.578,0.808,69.69
306,high,3,20,sequential,0.58,"(9, 28)","(97, 87)",184.29,0,295.23,228.81,61.23,56.65,adjust_learning_rate,0.575,0.612,81.93
307,medium,4,10,independent,0.27,"(13, 1)","(52, 69)",61.5,2,114.23,402.09,77.53,59.49,optimize_schedule,1.275,0.775,90.0
308,medium,5,15,interdependent,0.46,"(7, 15)","(65, 61)",157.36,3,256.18,273.74,62.74,42.27,increase_exploration,0.47,0.627,63.27
309,high,1,5,independent,0.45,"(44, 29)","(78, 71)",132.59,2,174.15,211.79,94.64,80.4,adjust_learning_rate,0.408,0.946,74.53
310,low,4,9,interdependent,0.53,"(15, 25)","(96, 64)",193.06,4,266.26,378.51,67.83,40.26,adjust_learning_rate,0.466,0.678,58.76
311,high,5,19,interdependent,0.24,"(31, 1)","(83, 71)",115.57,1,58.57,365.83,69.44,57.12,optimize_schedule,0.755,0.694,82.2
312,high,2,7,interdependent,0.47,"(50, 36)","(59, 98)",73.16,2,123.57,470.36,72.0,52.59,optimize_schedule,0.856,0.72,79.47
313,high,5,12,interdependent,0.14,"(21, 45)","(53, 57)",166.83,2,73.28,462.65,87.87,68.62,optimize_schedule,0.205,0.879,68.53
314,medium,4,6,sequential,0.16,"(29, 26)","(63, 55)",170.82,2,96.65,269.07,73.41,58.03,adjust_learning_rate,0.262,0.734,66.58
315,medium,2,18,independent,0.77,"(7, 3)","(80, 94)",65.28,3,280.69,251.49,69.21,49.18,increase_exploration,1.787,0.692,93.98
316,medium,5,6,sequential,0.46,"(23, 21)","(64, 79)",70.16,4,238.24,388.75,73.7,45.93,increase_exploration,1.012,0.737,72.2
317,low,3,10,independent,0.53,"(30, 31)","(77, 96)",150.94,1,57.47,483.03,68.7,54.04,increase_exploration,0.531,0.687,77.07
318,high,1,9,interdependent,0.78,"(32, 21)","(80, 54)",145.39,4,76.67,124.17,97.89,75.41,adjust_learning_rate,0.401,0.979,64.0
319,high,1,10,interdependent,0.31,"(4, 41)","(74, 89)",137.98,2,110.51,265.75,72.2,56.89,increase_exploration,0.615,0.722,74.16
320,low,1,19,independent,0.69,"(49, 27)","(55, 61)",165.6,1,192.13,163.8,77.66,69.38,optimize_schedule,0.208,0.777,71.89
321,low,5,12,independent,0.78,"(35, 32)","(76, 64)",109.63,5,212.5,168.02,71.71,43.35,adjust_learning_rate,0.474,0.717,54.24
322,low,5,18,interdependent,0.32,"(22, 4)","(78, 72)",139.74,0,134.59,150.45,87.71,84.7,increase_exploration,0.63,0.877,89.04
323,medium,3,8,interdependent,0.72,"(2, 40)","(57, 54)",50.05,4,173.44,222.7,65.89,41.44,adjust_learning_rate,1.134,0.659,73.18
324,medium,3,6,interdependent,0.27,"(6, 24)","(80, 50)",51.61,1,61.34,369.48,72.99,60.6,optimize_schedule,1.52,0.73,100.0
325,medium,1,20,interdependent,0.15,"(19, 31)","(86, 91)",189.93,1,257.04,265.12,98.86,88.56,adjust_learning_rate,0.474,0.989,82.51
326,medium,2,5,independent,0.37,"(11, 38)","(52, 66)",88.47,0,238.48,141.16,91.77,88.95,increase_exploration,0.561,0.918,88.42
327,low,4,6,independent,0.55,"(31, 1)","(58, 75)",199.08,2,261.42,386.47,96.85,79.12,optimize_schedule,0.396,0.968,74.76
328,medium,5,14,independent,0.16,"(29, 35)","(80, 59)",110.37,0,159.22,142.84,83.06,80.2,increase_exploration,0.511,0.831,85.38
329,medium,5,6,sequential,0.74,"(23, 9)","(69, 60)",90.73,3,70.74,269.48,76.78,56.39,increase_exploration,0.757,0.768,72.78
330,medium,3,9,independent,0.15,"(38, 35)","(98, 97)",97.48,0,161.56,136.13,79.24,76.52,optimize_schedule,0.885,0.792,92.82
331,medium,1,18,independent,0.19,"(23, 41)","(71, 92)",91.13,2,111.57,479.78,83.7,64.1,optimize_schedule,0.769,0.837,80.13
332,medium,3,11,interdependent,0.45,"(2, 5)","(98, 64)",112.43,2,278.88,351.35,65.65,48.62,increase_exploration,1.002,0.657,81.31
333,medium,5,14,sequential,0.14,"(3, 0)","(85, 68)",117.41,0,156.51,189.64,74.07,70.28,increase_exploration,0.907,0.741,92.18
334,medium,5,11,independent,0.69,"(48, 31)","(86, 95)",185.95,0,133.3,482.74,85.17,75.52,increase_exploration,0.4,0.852,83.38
335,high,3,17,sequential,0.58,"(15, 10)","(96, 91)",61.5,3,102.02,203.82,63.38,44.3,increase_exploration,1.863,0.634,94.38
336,low,1,9,sequential,0.24,"(15, 47)","(57, 100)",106.0,5,196.53,301.7,66.75,35.72,increase_exploration,0.638,0.667,56.78
337,high,1,19,independent,0.58,"(33, 32)","(57, 53)",148.76,0,299.5,487.0,73.93,64.19,adjust_learning_rate,0.214,0.739,76.73
338,low,5,20,sequential,0.16,"(37, 41)","(70, 50)",108.18,4,180.96,420.64,76.82,48.41,increase_exploration,0.316,0.768,57.42
339,medium,5,8,interdependent,0.51,"(2, 46)","(95, 55)",126.54,3,203.8,459.92,60.74,36.54,increase_exploration,0.738,0.607,68.78
340,medium,2,20,interdependent,0.47,"(33, 5)","(63, 60)",196.73,5,189.09,461.11,78.45,44.23,optimize_schedule,0.318,0.784,52.27
341,medium,5,15,independent,0.31,"(26, 39)","(94, 87)",187.64,4,274.55,133.48,77.72,55.05,adjust_learning_rate,0.444,0.777,60.47
342,medium,1,7,sequential,0.33,"(29, 18)","(98, 78)",64.6,1,164.77,410.11,76.25,63.05,adjust_learning_rate,1.415,0.762,98.38
343,low,2,7,interdependent,0.74,"(43, 42)","(71, 100)",145.81,3,162.96,162.32,74.91,56.66,optimize_schedule,0.442,0.749,65.36
344,medium,1,8,independent,0.39,"(43, 0)","(55, 94)",55.49,4,56.38,489.75,71.63,41.83,increase_exploration,1.708,0.716,87.2
345,medium,4,16,independent,0.2,"(15, 5)","(97, 54)",189.15,0,201.47,134.33,94.48,91.79,increase_exploration,0.505,0.945,87.78
346,low,5,6,interdependent,0.18,"(5, 35)","(61, 96)",97.39,0,87.57,373.9,71.94,64.46,optimize_schedule,0.85,0.719,90.42
347,high,5,11,interdependent,0.71,"(12, 46)","(88, 87)",151.27,5,281.82,359.42,74.72,42.53,increase_exploration,0.571,0.747,57.07
348,low,4,10,independent,0.25,"(49, 3)","(74, 79)",103.77,5,106.93,418.39,68.95,35.58,adjust_learning_rate,0.771,0.69,60.24
349,high,4,15,interdependent,0.3,"(49, 19)","(54, 91)",98.65,0,194.32,262.16,73.52,68.28,increase_exploration,0.732,0.735,88.16
350,medium,4,8,independent,0.15,"(5, 26)","(61, 54)",151.36,1,164.69,114.05,66.18,58.9,adjust_learning_rate,0.414,0.662,73.91
351,medium,3,17,interdependent,0.32,"(25, 29)","(79, 80)",161.7,3,64.39,459.6,79.48,55.29,increase_exploration,0.459,0.795,66.76
352,medium,3,9,interdependent,0.32,"(19, 44)","(59, 53)",51.57,5,237.53,255.55,81.02,50.91,increase_exploration,0.795,0.81,63.44
353,high,2,19,independent,0.53,"(38, 11)","(68, 88)",50.71,4,118.69,226.03,74.28,49.76,adjust_learning_rate,1.63,0.743,86.07
354,low,4,14,interdependent,0.64,"(43, 19)","(75, 56)",124.35,0,183.09,377.81,86.28,78.72,optimize_schedule,0.393,0.863,83.47
355,low,4,20,sequential,0.24,"(8, 8)","(89, 79)",120.12,0,91.9,339.59,79.35,72.56,optimize_schedule,0.897,0.793,93.11
356,low,2,18,independent,0.28,"(49, 24)","(61, 62)",71.79,5,272.61,454.8,64.05,29.95,adjust_learning_rate,0.555,0.64,54.33
357,medium,4,18,interdependent,0.24,"(49, 26)","(66, 70)",58.44,0,263.35,499.97,91.51,81.51,optimize_schedule,0.807,0.915,93.82
358,low,2,10,independent,0.49,"(24, 44)","(76, 71)",188.14,0,215.03,244.36,94.07,89.18,increase_exploration,0.311,0.941,83.38
359,high,2,5,sequential,0.72,"(48, 18)","(99, 96)",199.88,5,148.64,204.67,95.49,66.4,increase_exploration,0.466,0.955,59.36
360,low,1,8,independent,0.11,"(28, 44)","(63, 90)",161.54,4,185.22,473.05,95.95,66.49,increase_exploration,0.358,0.96,62.62
361,low,1,5,sequential,0.51,"(38, 39)","(53, 59)",82.78,3,251.81,325.85,91.94,70.42,increase_exploration,0.302,0.919,66.02
362,medium,5,10,independent,0.58,"(13, 27)","(85, 53)",68.21,1,284.56,132.95,78.51,70.85,increase_exploration,1.122,0.785,92.38
363,high,1,5,interdependent,0.36,"(45, 45)","(85, 72)",75.57,1,146.59,376.68,73.37,60.84,adjust_learning_rate,0.639,0.734,80.51
364,high,3,20,independent,0.71,"(11, 37)","(85, 55)",171.12,5,177.32,326.18,91.08,59.56,increase_exploration,0.445,0.911,57.91
365,high,1,18,independent,0.72,"(45, 49)","(99, 91)",143.0,0,178.81,288.09,77.47,71.71,optimize_schedule,0.478,0.775,83.4
366,low,2,17,independent,0.13,"(47, 17)","(81, 56)",142.25,1,145.36,450.84,60.27,46.25,increase_exploration,0.364,0.603,71.49
367,medium,5,5,independent,0.45,"(16, 13)","(75, 88)",54.16,5,99.65,339.79,69.95,38.15,increase_exploration,1.762,0.7,82.49
368,medium,3,20,interdependent,0.32,"(40, 15)","(70, 53)",144.29,2,217.27,162.93,61.31,48.05,increase_exploration,0.336,0.613,65.53
369,low,5,15,interdependent,0.8,"(11, 20)","(70, 96)",120.56,5,265.27,200.25,91.73,62.73,optimize_schedule,0.798,0.917,65.89
370,medium,3,8,independent,0.63,"(14, 5)","(86, 71)",179.9,5,230.94,257.7,76.4,46.25,adjust_learning_rate,0.543,0.764,56.82
371,low,1,16,interdependent,0.22,"(14, 29)","(83, 68)",118.28,2,198.5,360.89,73.16,55.94,optimize_schedule,0.67,0.732,75.6
372,high,5,16,independent,0.51,"(40, 38)","(93, 94)",61.66,4,97.39,200.19,87.85,63.85,adjust_learning_rate,1.25,0.878,80.62
373,low,3,13,interdependent,0.52,"(21, 35)","(92, 78)",169.26,5,198.48,274.11,66.26,35.78,optimize_schedule,0.49,0.663,53.4
374,low,5,16,independent,0.45,"(38, 1)","(98, 97)",166.88,4,125.88,341.19,95.76,68.94,adjust_learning_rate,0.678,0.958,69.69
